drug_code,active_ingredient_code,status,extract,ingredient,strength,strength_unit,drug_identification_number
"5543","8652","REMOVED","active",NA,NA,NA,"00590932"
"63620","6343","Changed","active","PRAMOXINE HYDROCHLORIDE","1","%","02240105"
"12492","309","Changed","inactive","IRON (FERROUS SUCCINATE)","2.5","MG","00879851"
"12298","309","Changed","inactive","IRON (IRON GLUTARATE)",".5","MG","01901117"
"106882","20179","ADDED","approved","SITAGLIPTIN (SITAGLIPTIN PHOSPHATE MONOHYDRATE)","50","MG","02566303"
"106816","11784","ADDED","approved","MONTELUKAST (MONTELUKAST SODIUM)","10","MG","02565579"
"106911","7504","ADDED","approved","MOMETASONE FUROATE","50","MCG","02566613"
"106931","1221","ADDED","approved","SIMVASTATIN","40","MG","02566842"
"106936","13585","ADDED","approved","ESCITALOPRAM (ESCITALOPRAM OXALATE)","15","MG","02566893"
"88787","12108","ADDED","approved","BIMATOPROST","0.01","%","02403013"
"106881","10147","ADDED","approved","METFORMIN HYDROCHLORIDE","500","MG","02566281"
"106880","20570","ADDED","approved","DENOSUMAB","120","MG","02566273"
"106836","11982","ADDED","approved","RITUXIMAB","10","MG","02565781"
"106916","20573","ADDED","approved","MOMETASONE FUROATE MONOHYDRATE","2.1","MG","02566672"
"106888","22816","ADDED","approved","EDOXABAN (EDOXABAN TOSYLATE MONOHYDRATE)","30","MG","02566370"
"106893","20387","ADDED","approved","RIVAROXABAN","20","MG","02566427"
"106883","20179","ADDED","approved","SITAGLIPTIN (SITAGLIPTIN PHOSPHATE MONOHYDRATE)","50","MG","02566311"
"106928","1221","ADDED","approved","SIMVASTATIN","5","MG","02566818"
"106930","1221","ADDED","approved","SIMVASTATIN","20","MG","02566834"
"106926","20435","ADDED","approved","ARIPIPRAZOLE","1","MG","02566788"
"106892","20387","ADDED","approved","RIVAROXABAN","15","MG","02566419"
"106894","6353","ADDED","approved","ZINC ACETATE","0.1","%","02566435"
"106916","8630","ADDED","approved","GENTAMICIN SULFATE","8.6","MG","02566672"
"106891","20387","ADDED","approved","RIVAROXABAN","10","MG","02566400"
"106890","20387","ADDED","approved","RIVAROXABAN","2.5","MG","02566397"
"106914","270","ADDED","approved","ACETAMINOPHEN","500","MG","02566656"
"106899","11814","ADDED","approved","CANDESARTAN CILEXETIL","8","MG","02566494"
"12313","331","Changed","inactive","ZINC (ZINC SUCCINATE)",".5","MG","00849871"
"12305","331","Changed","inactive","ZINC (ZINC GLUTARATE)",".5","MG","01900625"
"63620","7296","Changed","active","CALAMINE","3","%","02240105"
"103912","23827","Changed","active","SPESOLIMAB","150","MG","02550296"
"22943","4803","Changed","inactive","CALCIUM (CALCIUM CITRATE)","20","MG","01959840"
"106835","12108","ADDED","active","BIMATOPROST","0.01","%","02565773"
"101882","12108","ADDED","active","BIMATOPROST","0.01","%","02529580"
"106897","20422","ADDED","approved","USTEKINUMAB","45","MG","02566478"
"106904","20422","ADDED","approved","USTEKINUMAB","90","MG","02566540"
"106929","1221","ADDED","approved","SIMVASTATIN","10","MG","02566826"
"106916","20127","ADDED","approved","POSACONAZOLE","2.6","MG","02566672"
"106879","20570","ADDED","approved","DENOSUMAB","60","MG","02566265"
"106878","22978","ADDED","approved","LANADELUMAB","150","MG","02566257"
"106934","22915","ADDED","approved","GUSELKUMAB","100","MG","02566877"
"106882","10147","ADDED","approved","METFORMIN HYDROCHLORIDE","850","MG","02566303"
"106620","12108","ADDED","approved","BIMATOPROST","0.01","%","02563428"
"106937","10147","ADDED","approved","METFORMIN HYDROCHLORIDE","500","MG","02566907"
"106927","10234","ADDED","approved","HYDROCHLOROTHIAZIDE","12.5","MG","02566796"
"106938","10147","ADDED","approved","METFORMIN HYDROCHLORIDE","850","MG","02566915"
"106913","7558","ADDED","approved","CLOBETASOL PROPIONATE","0.05","%","02566648"
"106894","182","ADDED","approved","DIPHENHYDRAMINE HYDROCHLORIDE","2","%","02566435"
"106901","11814","ADDED","approved","CANDESARTAN CILEXETIL","32","MG","02566516"
"106903","20422","ADDED","approved","USTEKINUMAB","45","MG","02566532"
"106883","10147","ADDED","approved","METFORMIN HYDROCHLORIDE","1000","MG","02566311"
"106750","22602","ADDED","approved","LEVOMILNACIPRAN (LEVOMILNACIPRAN HYDROCHLORIDE)","20","MG","02564831"
"106900","11814","ADDED","approved","CANDESARTAN CILEXETIL","16","MG","02566508"
"106933","20982","ADDED","approved","COLESEVELAM HYDROCHLORIDE","625","MG","02566869"
"106850","20570","ADDED","approved","DENOSUMAB","60","MG","02565943"
"106895","1739","ADDED","approved","CLADRIBINE","10","MG","02566443"
"106887","22816","ADDED","approved","EDOXABAN (EDOXABAN TOSYLATE MONOHYDRATE)","15","MG","02566362"
"106932","1221","ADDED","approved","SIMVASTATIN","80","MG","02566850"
"106920","2264","ADDED","approved","DACARBAZINE","500","MG","02566710"
"106935","13585","ADDED","approved","ESCITALOPRAM (ESCITALOPRAM OXALATE)","5","MG","02566885"
"106884","23686","ADDED","approved","ANIFROLUMAB","120","MG","02566338"
"106885","11448","ADDED","approved","BLEOMYCIN (BLEOMYCIN SULFATE)","15","UNIT","02566346"
"106881","20179","ADDED","approved","SITAGLIPTIN (SITAGLIPTIN PHOSPHATE MONOHYDRATE)","50","MG","02566281"
"91017","12108","ADDED","approved","BIMATOPROST","0.01","%","02425521"
"106851","20570","ADDED","approved","DENOSUMAB","60","MG","02565951"
"106910","8298","ADDED","approved","DEXTROAMPHETAMINE SULFATE","5","MG","02566605"
"106889","22816","ADDED","approved","EDOXABAN (EDOXABAN TOSYLATE MONOHYDRATE)","60","MG","02566389"
"106709","12313","ADDED","approved","PEGFILGRASTIM","6","MG","02564394"
"106886","13585","ADDED","approved","ESCITALOPRAM (ESCITALOPRAM OXALATE)","2","MG","02566354"
"106751","22602","ADDED","approved","LEVOMILNACIPRAN (LEVOMILNACIPRAN HYDROCHLORIDE)","40","MG","02564858"
"106919","2264","ADDED","approved","DACARBAZINE","200","MG","02566702"
"106752","22602","ADDED","approved","LEVOMILNACIPRAN (LEVOMILNACIPRAN HYDROCHLORIDE)","80","MG","02564866"
