mp_code,mp_fr_description,ntp_fr_description,tm_fr_description,changes
"00010200","PROPYL-THYRACIL (propylthiouracile 50 mg comprimé oral) PALADIN LABS INC.","propylthiouracile 50 mg comprimé oral","propylthiouracile","mp_fr_description: ""PROPYL-THYRACIL (propylthiouracile 50 mg comprimé oral) PALADIN LABS INC"" -> ""PROPYL-THYRACIL (propylthiouracile 50 mg comprimé oral) PALADIN LABS INC."""
"00010219","PROPYL-THYRACIL (propylthiouracile 100 mg comprimé oral) PALADIN LABS INC.","propylthiouracile 100 mg comprimé oral","propylthiouracile","mp_fr_description: ""PROPYL-THYRACIL (propylthiouracile 100 mg comprimé oral) PALADIN LABS INC"" -> ""PROPYL-THYRACIL (propylthiouracile 100 mg comprimé oral) PALADIN LABS INC."""
"00010383","SINTROM (acénocoumarol 1 mg comprimé oral) PALADIN LABS INC.","acénocoumarol 1 mg comprimé oral","acénocoumarol","mp_fr_description: ""SINTROM (acénocoumarol 1 mg comprimé oral) PALADIN LABS INC"" -> ""SINTROM (acénocoumarol 1 mg comprimé oral) PALADIN LABS INC."""
"00010391","SINTROM (acénocoumarol 4 mg comprimé oral) PALADIN LABS INC.","acénocoumarol 4 mg comprimé oral","acénocoumarol","mp_fr_description: ""SINTROM (acénocoumarol 4 mg comprimé oral) PALADIN LABS INC"" -> ""SINTROM (acénocoumarol 4 mg comprimé oral) PALADIN LABS INC."""
"00015741","TAPAZOLE 5MG TABLET (méthimazole 5 mg comprimé oral) PALADIN LABS INC.","méthimazole 5 mg comprimé oral","méthimazole","mp_fr_description: ""TAPAZOLE 5MG TABLET (méthimazole 5 mg comprimé oral) PALADIN LABS INC"" -> ""TAPAZOLE 5MG TABLET (méthimazole 5 mg comprimé oral) PALADIN LABS INC."""
"00074454","LOCACORTEN VIOFORM EARDROPS (clioquinol 1 % et pivalate de fluméthasone 0,02 % gouttes otiques) PALADIN LABS INC.","clioquinol 1 % et pivalate de fluméthasone 0,02 % gouttes otiques","clioquinol et fluméthasone","mp_fr_description: ""LOCACORTEN VIOFORM EARDROPS (clioquinol 1 % et pivalate de fluméthasone 0,02 % gouttes otiques) PALADIN LABS INC"" -> ""LOCACORTEN VIOFORM EARDROPS (clioquinol 1 % et pivalate de fluméthasone 0,02 % gouttes otiques) PALADIN LABS INC."""
"00074462","LOCACORTEN VIOFORM (clioquinol 3 % et pivalate de fluméthasone 0,02 % crème cutanée) PALADIN LABS INC.","clioquinol 3 % et pivalate de fluméthasone 0,02 % crème cutanée","clioquinol et fluméthasone","mp_fr_description: ""LOCACORTEN VIOFORM (clioquinol 3 % et pivalate de fluméthasone 0,02 % crème cutanée) PALADIN LABS INC"" -> ""LOCACORTEN VIOFORM (clioquinol 3 % et pivalate de fluméthasone 0,02 % crème cutanée) PALADIN LABS INC."""
"00074500","VIOFORM HYDROCORTISONE (clioquinol 3 % et hydrocortisone 1 % crème cutanée) PALADIN LABS INC.","clioquinol 3 % et hydrocortisone 1 % crème cutanée","clioquinol et hydrocortisone","mp_fr_description: ""VIOFORM HYDROCORTISONE (clioquinol 3 % et hydrocortisone 1 % crème cutanée) PALADIN LABS INC"" -> ""VIOFORM HYDROCORTISONE (clioquinol 3 % et hydrocortisone 1 % crème cutanée) PALADIN LABS INC."""
"00176141","BELLERGAL SPACETABS (belladone 0,2 mg et tartrate d'ergotamine 0,6 mg et phénobarbital 40 mg comprimé oral à libération prolongée) PALADIN LABS INC.","belladone 0,2 mg et tartrate d'ergotamine 0,6 mg et phénobarbital 40 mg comprimé oral à libération prolongée","belladone et ergotamine et phénobarbital","mp_fr_description: ""BELLERGAL SPACETABS (belladone 0,2 mg et tartrate d'ergotamine 0,6 mg et phénobarbital 40 mg comprimé oral à libération prolongée) PALADIN LABS INC"" -> ""BELLERGAL SPACETABS (belladone 0,2 mg et tartrate d'ergotamine 0,6 mg et phénobarbital 40 mg comprimé oral à libération prolongée) PALADIN LABS INC."""
"00312800","APO-HYDROCHLOROTHIAZIDE (hydrochlorothiazide 50 mg comprimé oral) APOTEX INC","hydrochlorothiazide 50 mg comprimé oral","hydrochlorothiazide","mp_fr_description: ""APO HYDRO TAB 50MG (hydrochlorothiazide 50 mg comprimé oral) APOTEX INC"" -> ""APO-HYDROCHLOROTHIAZIDE (hydrochlorothiazide 50 mg comprimé oral) APOTEX INC"""
"00324019","ANAFRANIL (chlorhydrate de clomipramine 25 mg comprimé oral) APOTEX INC","chlorhydrate de clomipramine 25 mg comprimé oral","clomipramine","mp_fr_description: ""ANAFRANIL (chlorhydrate de clomipramine 25 mg comprimé oral) AA PHARMA INC"" -> ""ANAFRANIL (chlorhydrate de clomipramine 25 mg comprimé oral) APOTEX INC"""
"00326844","APO-HYDROCHLOROTHIAZIDE (hydrochlorothiazide 25 mg comprimé oral) APOTEX INC","hydrochlorothiazide 25 mg comprimé oral","hydrochlorothiazide","mp_fr_description: ""APO HYDRO TAB 25MG (hydrochlorothiazide 25 mg comprimé oral) APOTEX INC"" -> ""APO-HYDROCHLOROTHIAZIDE (hydrochlorothiazide 25 mg comprimé oral) APOTEX INC"""
"00330566","ANAFRANIL (chlorhydrate de clomipramine 10 mg comprimé oral) APOTEX INC","chlorhydrate de clomipramine 10 mg comprimé oral","clomipramine","mp_fr_description: ""ANAFRANIL (chlorhydrate de clomipramine 10 mg comprimé oral) AA PHARMA INC"" -> ""ANAFRANIL (chlorhydrate de clomipramine 10 mg comprimé oral) APOTEX INC"""
"00402591","ANAFRANIL (chlorhydrate de clomipramine 50 mg comprimé oral) APOTEX INC","chlorhydrate de clomipramine 50 mg comprimé oral","clomipramine","mp_fr_description: ""ANAFRANIL (chlorhydrate de clomipramine 50 mg comprimé oral) AA PHARMA INC"" -> ""ANAFRANIL (chlorhydrate de clomipramine 50 mg comprimé oral) APOTEX INC"""
"00511552","SANDOMIGRAN DS (pizotifène (malate de pizotifène) 1 mg comprimé oral) PALADIN LABS INC.","pizotifène (malate de pizotifène) 1 mg comprimé oral","pizotifène","mp_fr_description: ""SANDOMIGRAN DS (pizotifène (malate de pizotifène) 1 mg comprimé oral) PALADIN LABS INC"" -> ""SANDOMIGRAN DS (pizotifène (malate de pizotifène) 1 mg comprimé oral) PALADIN LABS INC."""
"00579335","CORTIFOAM (acétate d'hydrocortisone 10 % mousse rectale) PALADIN LABS INC.","acétate d'hydrocortisone 10 % mousse rectale","hydrocortisone","mp_fr_description: ""CORTIFOAM (acétate d'hydrocortisone 10 % mousse rectale) PALADIN LABS INC"" -> ""CORTIFOAM (acétate d'hydrocortisone 10 % mousse rectale) PALADIN LABS INC."""
"00591467","STATEX SYRUP 1MG/ML (sulfate de morphine 1 mg par mL sirop) PALADIN LABS INC.","sulfate de morphine 1 mg par mL sirop","morphine","mp_fr_description: ""STATEX SYRUP 1MG/ML (sulfate de morphine 1 mg par mL sirop) PALADIN LABS INC"" -> ""STATEX SYRUP 1MG/ML (sulfate de morphine 1 mg par mL sirop) PALADIN LABS INC."""
"00591475","STATEX SYRUP 5MG/ML (sulfate de morphine 5 mg par mL sirop) PALADIN LABS INC.","sulfate de morphine 5 mg par mL sirop","morphine","mp_fr_description: ""STATEX SYRUP 5MG/ML (sulfate de morphine 5 mg par mL sirop) PALADIN LABS INC"" -> ""STATEX SYRUP 5MG/ML (sulfate de morphine 5 mg par mL sirop) PALADIN LABS INC."""
"00594636","STATEX TABLET 25MG (sulfate de morphine 25 mg comprimé oral) PALADIN LABS INC.","sulfate de morphine 25 mg comprimé oral","morphine","mp_fr_description: ""STATEX TABLET 25MG (sulfate de morphine 25 mg comprimé oral) PALADIN LABS INC"" -> ""STATEX TABLET 25MG (sulfate de morphine 25 mg comprimé oral) PALADIN LABS INC."""
"00594644","STATEX TAB 10MG (sulfate de morphine 10 mg comprimé oral) PALADIN LABS INC.","sulfate de morphine 10 mg comprimé oral","morphine","mp_fr_description: ""STATEX TAB 10MG (sulfate de morphine 10 mg comprimé oral) PALADIN LABS INC"" -> ""STATEX TAB 10MG (sulfate de morphine 10 mg comprimé oral) PALADIN LABS INC."""
"00594652","STATEX TAB 5MG (sulfate de morphine 5 mg comprimé oral) PALADIN LABS INC.","sulfate de morphine 5 mg comprimé oral","morphine","mp_fr_description: ""STATEX TAB 5MG (sulfate de morphine 5 mg comprimé oral) PALADIN LABS INC"" -> ""STATEX TAB 5MG (sulfate de morphine 5 mg comprimé oral) PALADIN LABS INC."""
"00596965","STATEX SUPPOSITORIES 20MG (sulfate de morphine 20 mg suppositoire) PALADIN LABS INC.","sulfate de morphine 20 mg suppositoire","morphine","mp_fr_description: ""STATEX SUPPOSITORIES 20MG (sulfate de morphine 20 mg suppositoire) PALADIN LABS INC"" -> ""STATEX SUPPOSITORIES 20MG (sulfate de morphine 20 mg suppositoire) PALADIN LABS INC."""
"00598208","PODOFILM LIQ 250MG/ML (podophylline 25 % solution pour application cutanée) PALADIN LABS INC.","podophylline 25 % solution pour application cutanée","podophylline","mp_fr_description: ""PODOFILM LIQ 250MG/ML (podophylline 25 % solution pour application cutanée) PALADIN LABS INC"" -> ""PODOFILM LIQ 250MG/ML (podophylline 25 % solution pour application cutanée) PALADIN LABS INC."""
"00621935","STATEX DROPS 20MG/ML (sulfate de morphine 20 mg par mL gouttes orales) PALADIN LABS INC.","sulfate de morphine 20 mg par mL gouttes orales","morphine","mp_fr_description: ""STATEX DROPS 20MG/ML (sulfate de morphine 20 mg par mL gouttes orales) PALADIN LABS INC"" -> ""STATEX DROPS 20MG/ML (sulfate de morphine 20 mg par mL gouttes orales) PALADIN LABS INC."""
"00632201","STATEX-SUPPOSITORIES 10MG (sulfate de morphine 10 mg suppositoire) PALADIN LABS INC.","sulfate de morphine 10 mg suppositoire","morphine","mp_fr_description: ""STATEX-SUPPOSITORIES 10MG (sulfate de morphine 10 mg suppositoire) PALADIN LABS INC"" -> ""STATEX-SUPPOSITORIES 10MG (sulfate de morphine 10 mg suppositoire) PALADIN LABS INC."""
"00632228","STATEX SUPPOSITORIES 5MG (sulfate de morphine 5 mg suppositoire) PALADIN LABS INC.","sulfate de morphine 5 mg suppositoire","morphine","mp_fr_description: ""STATEX SUPPOSITORIES 5MG (sulfate de morphine 5 mg suppositoire) PALADIN LABS INC"" -> ""STATEX SUPPOSITORIES 5MG (sulfate de morphine 5 mg suppositoire) PALADIN LABS INC."""
"00639389","STATEX SUPPOSITORIES 30MG (sulfate de morphine 30 mg suppositoire) PALADIN LABS INC.","sulfate de morphine 30 mg suppositoire","morphine","mp_fr_description: ""STATEX SUPPOSITORIES 30MG (sulfate de morphine 30 mg suppositoire) PALADIN LABS INC"" -> ""STATEX SUPPOSITORIES 30MG (sulfate de morphine 30 mg suppositoire) PALADIN LABS INC."""
"00644552","APO-HYDROCHLOROTHIAZIDE (hydrochlorothiazide 100 mg comprimé oral) APOTEX INC","hydrochlorothiazide 100 mg comprimé oral","hydrochlorothiazide","mp_fr_description: ""APO HYDRO TAB 100MG (hydrochlorothiazide 100 mg comprimé oral) APOTEX INC"" -> ""APO-HYDROCHLOROTHIAZIDE (hydrochlorothiazide 100 mg comprimé oral) APOTEX INC"""
"00647217","STATEX SYRUP 10MG/ML (sulfate de morphine 10 mg par mL sirop) PALADIN LABS INC.","sulfate de morphine 10 mg par mL sirop","morphine","mp_fr_description: ""STATEX SYRUP 10MG/ML (sulfate de morphine 10 mg par mL sirop) PALADIN LABS INC"" -> ""STATEX SYRUP 10MG/ML (sulfate de morphine 10 mg par mL sirop) PALADIN LABS INC."""
"00675962","STATEX TABLETS 50MG (sulfate de morphine 50 mg comprimé oral) PALADIN LABS INC.","sulfate de morphine 50 mg comprimé oral","morphine","mp_fr_description: ""STATEX TABLETS 50MG (sulfate de morphine 50 mg comprimé oral) PALADIN LABS INC"" -> ""STATEX TABLETS 50MG (sulfate de morphine 50 mg comprimé oral) PALADIN LABS INC."""
"00687456","VIROPTIC (trifluridine 1 % gouttes ophtalmiques) BAUSCH HEALTH, CANADA INC.","trifluridine 1 % gouttes ophtalmiques","trifluridine","mp_fr_description: ""VIROPTIC (trifluridine 1 % gouttes ophtalmiques) VALEANT CANADA LP/VALEANT CANADA S.E.C."" -> ""VIROPTIC (trifluridine 1 % gouttes ophtalmiques) BAUSCH HEALTH, CANADA INC."""
"00705799","STATEX DPS 50MG/ML (sulfate de morphine 50 mg par mL gouttes orales) PALADIN LABS INC.","sulfate de morphine 50 mg par mL gouttes orales","morphine","mp_fr_description: ""STATEX DPS 50MG/ML (sulfate de morphine 50 mg par mL gouttes orales) PALADIN LABS INC"" -> ""STATEX DPS 50MG/ML (sulfate de morphine 50 mg par mL gouttes orales) PALADIN LABS INC."""
"00875988","TEMPRA INFANT DROPS (acétaminophène 80 mg par mL gouttes orales) PALADIN LABS INC.","acétaminophène 80 mg par mL gouttes orales","acétaminophène","mp_fr_description: ""TEMPRA INFANT DROPS (acétaminophène 80 mg par mL gouttes orales) PALADIN LABS INC"" -> ""TEMPRA INFANT DROPS (acétaminophène 80 mg par mL gouttes orales) PALADIN LABS INC."""
"00875996","TEMPRA DOUBLE STRENGTH CHILDREN'S SYRUP (acétaminophène 160 mg par 5 mL sirop) PALADIN LABS INC.","acétaminophène 160 mg par 5 mL sirop","acétaminophène","mp_fr_description: ""TEMPRA DOUBLE STRENGTH CHILDREN'S SYRUP (acétaminophène 160 mg par 5 mL sirop) PALADIN LABS INC"" -> ""TEMPRA DOUBLE STRENGTH CHILDREN'S SYRUP (acétaminophène 160 mg par 5 mL sirop) PALADIN LABS INC."""
"00884553","TEMPRA CHILDREN'S SYRUP (acétaminophène 80 mg par 5 mL sirop) PALADIN LABS INC.","acétaminophène 80 mg par 5 mL sirop","acétaminophène","mp_fr_description: ""TEMPRA CHILDREN'S SYRUP (acétaminophène 80 mg par 5 mL sirop) PALADIN LABS INC"" -> ""TEMPRA CHILDREN'S SYRUP (acétaminophène 80 mg par 5 mL sirop) PALADIN LABS INC."""
"01924516","DEXEDRINE TABLETS (5MG) (sulfate de dextroamphétamine 5 mg comprimé oral) PALADIN LABS INC.","sulfate de dextroamphétamine 5 mg comprimé oral","dextroamphétamine","mp_fr_description: ""DEXEDRINE TABLETS (5MG) (sulfate de dextroamphétamine 5 mg comprimé oral) PALADIN LABS INC"" -> ""DEXEDRINE TABLETS (5MG) (sulfate de dextroamphétamine 5 mg comprimé oral) PALADIN LABS INC."""
