ntp_code,ntp_formal_name,ntp_fr_description,changes
"9000129","hydrochlorothiazide 100 mg oral tablet","hydrochlorothiazide 100 mg comprimé oral","ntp_status_effective_time: ""20170804"" -> ""20201015"""
"9000178","naproxen 125 mg oral tablet","naproxène 125 mg comprimé oral","ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""19821231"" -> ""20190808"""
"9000554","bromazepam 1.5 mg oral tablet","bromazépam 1,5 mg comprimé oral","ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""19951231"" -> ""20200507"""
"9002119","trifluridine 1 % ophthalmic drops","trifluridine 1 % gouttes ophtalmiques","ntp_status: ""INACTIVE"" -> ""ACTIVE""
ntp_status_effective_time: ""20190801"" -> ""19871231"""
"9002612","sodium fluoride 0.243 % and triclosan 0.3 % toothpaste","fluorure de sodium 0,243 % et triclosan 0,3 % pâte dentifrice","ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""19931231"" -> ""20190801"""
"9002743","bacillus Calmette-Guérin substrain TICE 800000000 unit per vial powder for solution for injection","bacille de Calmette-Guérin sous-souche TICE 800000000 unité par fiole poudre pour solution injectable","DELETED"
"9012798","ertugliflozin 15 mg oral tablet","ertugliflozine 15 mg comprimé oral","ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""20180528"" -> ""20201001"""
"9012802","ertugliflozin 5 mg oral tablet","ertugliflozine 5 mg comprimé oral","ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""20180528"" -> ""20201001"""
"9013313","methocarbamol 1000 mg per 10 mL solution for injection vial","méthocarbamol 1000 mg par 10 mL solution injectable fiole","ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""19891231"" -> ""20200826"""
"9014209","mineral oil heavy 64.5 % and urea 5 % cutaneous ointment","huile minérale lourde 64,5 % et urée 5 % pommade cutanée","ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""19831231"" -> ""20200814"""
"9014264","chloroquine phosphate 250 mg oral tablet","phosphate de chloroquine 250 mg comprimé oral","ntp_status: ""ACTIVE"" -> ""INACTIVE""
ntp_status_effective_time: ""19681231"" -> ""20201013"""
"9014373","anti-inhibitor coagulant complex 1750-3250 unit per vial powder for solution for injection with diluent solution","complexe coagulant anti-inhibiteur 1750-3250 unité par fiole poudre pour solution injectable avec solution diluante","ADDED"
"9014374","anti-inhibitor coagulant complex 700-1300 unit per vial powder for solution for injection with diluent solution","complexe coagulant anti-inhibiteur 700-1300 unité par fiole poudre pour solution injectable avec solution diluante","ADDED"
"9014376","caplacizumab 11 mg per vial powder for solution for injection with diluent solution syringe","caplacizumab 11 mg par fiole poudre pour solution injectable avec solution diluante seringue","ADDED"
"9014377","epinephrine (epinephrine bitartrate) 0.3 mg per 0.3 mL solution for injection syringe","épinéphrine (bitartrate d'épinéphrine) 0,3 mg par 0,3 mL solution injectable seringue","ADDED"
"9014378","epinephrine (epinephrine bitartrate) 0.5 mg per 0.5 mL solution for injection syringe","épinéphrine (bitartrate d'épinéphrine) 0,5 mg par 0,5 mL solution injectable seringue","ADDED"
"9014379","eszopiclone 1 mg oral tablet","eszopiclone 1 mg comprimé oral","ADDED"
"9014380","eszopiclone 2 mg oral tablet","eszopiclone 2 mg comprimé oral","ADDED"
"9014381","eszopiclone 3 mg oral tablet","eszopiclone 3 mg comprimé oral","ADDED"
"9014382","fluticasone propionate 113 mcg per actuation inhalation powder","propionate de fluticasone 113 mcg par actionnement poudre pour inhalation","ADDED"
"9014383","fluticasone propionate 232 mcg per actuation inhalation powder","propionate de fluticasone 232 mcg par actionnement poudre pour inhalation","ADDED"
"9014384","fluticasone propionate 55 mcg per actuation inhalation powder","propionate de fluticasone 55 mcg par actionnement poudre pour inhalation","ADDED"
"9014386","palbociclib 100 mg oral tablet","palbociclib 100 mg comprimé oral","ADDED"
"9014387","palbociclib 125 mg oral tablet","palbociclib 125 mg comprimé oral","ADDED"
"9014388","palbociclib 75 mg oral tablet","palbociclib 75 mg comprimé oral","ADDED"
"9014389","rurioctocog alfa pegol 3000 unit per vial powder for solution for injection with diluent solution","rurioctocog alfa pégol 3000 unité par fiole poudre pour solution injectable avec solution diluante","ADDED"
"9014390","satralizumab 120 mg per 1 mL solution for injection syringe","satralizumab 120 mg par 1 mL solution injectable seringue","ADDED"
