mp_code,mp_formal_name,mp_fr_description,changes
"00441643","APO-IBUPROFEN (ibuprofen 200 mg oral tablet) APOTEX INC","APO-IBUPROFEN (ibuprofène 200 mg comprimé oral) APOTEX INC","Health_Canada_product_name: ""APO-IBUPROFEN TAB 200MG"" -> ""APO-IBUPROFEN""
mp_formal_name: ""APO-IBUPROFEN TAB 200MG (ibuprofen 200 mg oral tablet) APOTEX INC"" -> ""APO-IBUPROFEN (ibuprofen 200 mg oral tablet) APOTEX INC""
mp_fr_description: ""APO-IBUPROFEN TAB 200MG (ibuprofène 200 mg comprimé oral) APOTEX INC"" -> ""APO-IBUPROFEN (ibuprofène 200 mg comprimé oral) APOTEX INC"""
"00441651","APO-IBUPROFEN (ibuprofen 300 mg oral tablet) APOTEX INC","APO-IBUPROFEN (ibuprofène 300 mg comprimé oral) APOTEX INC","Health_Canada_product_name: ""APO IBUPROFEN TAB 300MG"" -> ""APO-IBUPROFEN""
mp_formal_name: ""APO IBUPROFEN TAB 300MG (ibuprofen 300 mg oral tablet) APOTEX INC"" -> ""APO-IBUPROFEN (ibuprofen 300 mg oral tablet) APOTEX INC""
mp_fr_description: ""APO IBUPROFEN TAB 300MG (ibuprofène 300 mg comprimé oral) APOTEX INC"" -> ""APO-IBUPROFEN (ibuprofène 300 mg comprimé oral) APOTEX INC""
mp_status_effective_time: ""20200731"" -> ""20201105"""
"00506052","APO-IBUPROFEN (ibuprofen 400 mg oral tablet) APOTEX INC","APO-IBUPROFEN (ibuprofène 400 mg comprimé oral) APOTEX INC","Health_Canada_product_name: ""APO IBUPROFEN TAB 400MG"" -> ""APO-IBUPROFEN""
mp_formal_name: ""APO IBUPROFEN TAB 400MG (ibuprofen 400 mg oral tablet) APOTEX INC"" -> ""APO-IBUPROFEN (ibuprofen 400 mg oral tablet) APOTEX INC""
mp_fr_description: ""APO IBUPROFEN TAB 400MG (ibuprofène 400 mg comprimé oral) APOTEX INC"" -> ""APO-IBUPROFEN (ibuprofène 400 mg comprimé oral) APOTEX INC"""
"00757691","PDP-DIPHENHYDRAMINE EXTRA STRENGTH/ EXTRA FORT (diphenhydramine hydrochloride 50 mg oral capsule) PENDOPHARM DIVISION OF PHARMASCIENCE INC","PDP-DIPHENHYDRAMINE EXTRA STRENGTH/ EXTRA FORT (chlorhydrate de diphenhydramine 50 mg capsule orale) PENDOPHARM DIVISION OF PHARMASCIENCE INC","Health_Canada_product_name: ""PDP-DIPHENHYDRAMINE"" -> ""PDP-DIPHENHYDRAMINE EXTRA STRENGTH/ EXTRA FORT""
mp_formal_name: ""PDP-DIPHENHYDRAMINE (diphenhydramine hydrochloride 50 mg oral capsule) PENDOPHARM DIVISION OF PHARMASCIENCE INC"" -> ""PDP-DIPHENHYDRAMINE EXTRA STRENGTH/ EXTRA FORT (diphenhydramine hydrochloride 50 mg oral capsule) PENDOPHARM DIVISION OF PHARMASCIENCE INC""
mp_fr_description: ""PDP-DIPHENHYDRAMINE (chlorhydrate de diphenhydramine 50 mg capsule orale) PENDOPHARM DIVISION OF PHARMASCIENCE INC"" -> ""PDP-DIPHENHYDRAMINE EXTRA STRENGTH/ EXTRA FORT (chlorhydrate de diphenhydramine 50 mg capsule orale) PENDOPHARM DIVISION OF PHARMASCIENCE INC"""
"00757713","PMS-CYPROHEPTADINE HCL TAB 4MG (cyproheptadine hydrochloride 4 mg oral tablet) PHARMASCIENCE INC","PMS-CYPROHEPTADINE HCL TAB 4MG (chlorhydrate de cyproheptadine 4 mg comprimé oral) PHARMASCIENCE INC","mp_status: ""ACTIVE"" -> ""INACTIVE""
mp_status_effective_time: ""19961016"" -> ""20080516"""
"00846503","LOSEC (omeprazole 20 mg gastro-resistant capsule) CHEPLAPHARM ARZNEIMITTEL GMBH","LOSEC (oméprazole 20 mg capsule gastrorésistante) CHEPLAPHARM ARZNEIMITTEL GMBH","Health_Canada_product_name: ""LOSEC CAPSULES 20MG"" -> ""LOSEC""
mp_formal_name: ""LOSEC CAPSULES 20MG (omeprazole 20 mg gastro-resistant capsule) ASTRAZENECA CANADA INC"" -> ""LOSEC (omeprazole 20 mg gastro-resistant capsule) CHEPLAPHARM ARZNEIMITTEL GMBH""
mp_fr_description: ""LOSEC CAPSULES 20MG (oméprazole 20 mg capsule gastrorésistante) ASTRAZENECA CANADA INC"" -> ""LOSEC (oméprazole 20 mg capsule gastrorésistante) CHEPLAPHARM ARZNEIMITTEL GMBH"""
"00895466","BRADOSOL LOZENGES EXTRA STRENGTH 3.5MG (hexylresorcinol 3.5 mg lozenge) COLUMBIA LABORATORIES CANADA INC","BRADOSOL LOZENGES EXTRA STRENGTH 3.5MG (hexylrésorcinol 3,5 mg pastille) COLUMBIA LABORATORIES CANADA INC","ADDED"
"00895660","APO-DIPYRIDAMOLE-FC TAB 75MG (dipyridamole 75 mg oral tablet) APOTEX INC","APO-DIPYRIDAMOLE-FC TAB 75MG (dipyridamole 75 mg comprimé oral) APOTEX INC","mp_status: ""ACTIVE"" -> ""INACTIVE""
mp_status_effective_time: ""19901231"" -> ""20201003"""
"01914022","UROCIT-K (potassium citrate 5 mEq prolonged-release oral tablet) MISSION PHARMACAL COMPANY","UROCIT-K (citrate de potassium 5 mEq comprimé oral à libération prolongée) MISSION PHARMACAL COMPANY","Health_Canada_product_name: ""UROCIT K"" -> ""UROCIT-K"""
"01977563","TRIAMCINOLONE ACETONIDE INJECTABLE SUSPENSION USP (triamcinolone acetonide 200 mg per 5 mL suspension for injection vial) STERIMAX INC","TRIAMCINOLONE ACETONIDE INJECTABLE SUSPENSION USP (acétonide de triamcinolone 200 mg par 5 mL suspension injectable fiole) STERIMAX INC","Health_Canada_product_name: ""TRIAMCINOLONE ACETONIDE SUSPENSION"" -> ""TRIAMCINOLONE ACETONIDE INJECTABLE SUSPENSION USP""
mp_formal_name: ""TRIAMCINOLONE ACETONIDE SUSPENSION (triamcinolone acetonide 200 mg per 5 mL suspension for injection vial) STERIMAX INC"" -> ""TRIAMCINOLONE ACETONIDE INJECTABLE SUSPENSION USP (triamcinolone acetonide 200 mg per 5 mL suspension for injection vial) STERIMAX INC""
mp_fr_description: ""TRIAMCINOLONE ACETONIDE SUSPENSION (acétonide de triamcinolone 200 mg par 5 mL suspension injectable fiole) STERIMAX INC"" -> ""TRIAMCINOLONE ACETONIDE INJECTABLE SUSPENSION USP (acétonide de triamcinolone 200 mg par 5 mL suspension injectable fiole) STERIMAX INC"""
"01999559","APO-CAPTO TAB 6.25MG (captopril 6.25 mg oral tablet) APOTEX INC","APO-CAPTO TAB 6.25MG (captopril 6,25 mg comprimé oral) APOTEX INC","mp_status: ""ACTIVE"" -> ""INACTIVE""
mp_status_effective_time: ""19921231"" -> ""20200604"""
"02035324","RHINOCORT TURBUHALER 100 MCG/DOSE (budesonide 100 mcg per actuation nasal powder) ASTRAZENECA CANADA INC","RHINOCORT TURBUHALER 100 MCG/DOSE (budésonide 100 mcg par actionnement poudre nasale) ASTRAZENECA CANADA INC","mp_status: ""ACTIVE"" -> ""INACTIVE""
mp_status_effective_time: ""19931231"" -> ""20200227"""
"02108143","TEVA-MINOCYCLINE (minocycline (minocycline hydrochloride) 50 mg oral capsule) TEVA CANADA LIMITED","TEVA-MINOCYCLINE (minocycline (chlorhydrate de minocycline) 50 mg capsule orale) TEVA CANADA LIMITED","mp_status: ""ACTIVE"" -> ""INACTIVE""
mp_status_effective_time: ""19941231"" -> ""20200925"""
"02148358","MINIMS ATROPINE SULPHATE (atropine sulfate 1 % ophthalmic drops) BAUSCH HEALTH, CANADA INC.","MINIMS ATROPINE SULPHATE (sulfate d'atropine 1 % gouttes ophtalmiques) BAUSCH HEALTH, CANADA INC.","Health_Canada_product_name: ""MINIMS ATROPINE SULPHATE 1%"" -> ""MINIMS ATROPINE SULPHATE""
mp_formal_name: ""MINIMS ATROPINE SULPHATE 1% (atropine sulfate 1 % ophthalmic drops) VALEANT CANADA LP/VALEANT CANADA S.E.C."" -> ""MINIMS ATROPINE SULPHATE (atropine sulfate 1 % ophthalmic drops) BAUSCH HEALTH, CANADA INC.""
mp_fr_description: ""MINIMS ATROPINE SULPHATE 1% (sulfate d'atropine 1 % gouttes ophtalmiques) VALEANT CANADA LP/VALEANT CANADA S.E.C."" -> ""MINIMS ATROPINE SULPHATE (sulfate d'atropine 1 % gouttes ophtalmiques) BAUSCH HEALTH, CANADA INC."""
